Time: 3.85, Note: d
Time: 43.45, Note: k
Time: 43.66, Note: d
Time: 43.99, Note: j
Time: 44.05, Note: f
Time: 44.37, Note: j
Time: 44.62, Note: k
Time: 45.09, Note: d
Slider: StartTime: 45.38, EndTime: 46.77, Key: k
Time: 47.27, Note: k
Time: 47.31, Note: j
Time: 47.41, Note: k
Time: 47.44, Note: d
Time: 47.68, Note: f
Time: 47.74, Note: d
Time: 48.07, Note: j
Time: 48.09, Note: k
Time: 48.43, Note: f
Time: 48.45, Note: k
Time: 48.52, Note: d
Time: 48.93, Note: j
Slider: StartTime: 48.65, EndTime: 49.03, Key: k
Time: 49.42, Note: k
Time: 49.46, Note: d
Time: 49.57, Note: j
Time: 49.58, Note: f
Time: 49.71, Note: k
Time: 49.77, Note: j
Time: 49.78, Note: d
Time: 49.95, Note: f
Time: 50.02, Note: k
Time: 50.12, Note: d
Time: 50.13, Note: j
Time: 50.43, Note: j
Time: 50.47, Note: d
Time: 50.84, Note: j
Time: 50.87, Note: d
Time: 51.33, Note: k
Time: 51.43, Note: j
Time: 51.46, Note: f
Time: 51.61, Note: k
Time: 51.63, Note: d
Time: 51.70, Note: j
Time: 51.95, Note: k
Time: 51.96, Note: d
Time: 51.98, Note: j
Time: 52.33, Note: j
Time: 52.58, Note: j
Time: 52.59, Note: f
Time: 52.96, Note: k
Time: 52.97, Note: d
Time: 53.36, Note: j
Time: 53.56, Note: f
Time: 53.74, Note: k
Time: 53.75, Note: d
Slider: StartTime: 54.07, EndTime: 55.14, Key: k
Time: 56.28, Note: d
Time: 56.51, Note: d
Time: 56.67, Note: f
Time: 56.72, Note: j
Time: 56.95, Note: d
Time: 57.22, Note: j
Time: 57.55, Note: d
Time: 57.58, Note: j
Slider: StartTime: 58.09, EndTime: 60.72, Key: d
Time: 61.11, Note: d
Time: 61.17, Note: j
Time: 61.27, Note: f
Time: 61.31, Note: k
Time: 61.39, Note: d
Time: 61.56, Note: f
Time: 61.74, Note: j
Time: 61.96, Note: k
Time: 62.09, Note: f
Time: 62.12, Note: j
Time: 62.18, Note: d
Time: 62.38, Note: j
Time: 62.51, Note: f
Time: 62.59, Note: k
Time: 62.65, Note: d
Time: 62.70, Note: j
Time: 62.89, Note: k
Time: 62.99, Note: d
Time: 63.02, Note: j
Time: 63.11, Note: f
Time: 63.16, Note: k
Time: 63.26, Note: j
Time: 63.28, Note: d
Time: 63.41, Note: k
Time: 63.60, Note: j
Time: 63.65, Note: f
Time: 63.66, Note: k
Time: 64.05, Note: d
Time: 64.10, Note: k
Time: 64.39, Note: j
Time: 64.43, Note: f
Time: 64.56, Note: k
Time: 64.61, Note: d
Time: 64.66, Note: j
Time: 64.72, Note: f
Time: 64.80, Note: k
Time: 64.89, Note: j
Time: 64.91, Note: d
Time: 64.99, Note: k
Time: 65.10, Note: f
Time: 65.12, Note: j
Time: 65.21, Note: k
Time: 65.25, Note: d
Time: 65.33, Note: j
Time: 65.39, Note: f
Time: 65.45, Note: k
Time: 65.54, Note: d
Time: 65.57, Note: j
Time: 65.66, Note: k
Time: 65.75, Note: f
Time: 65.77, Note: j
Time: 65.86, Note: k
Time: 65.87, Note: d
Time: 65.95, Note: j
Time: 66.00, Note: f
Time: 66.06, Note: k
Time: 66.13, Note: d
Time: 66.15, Note: j
Time: 66.25, Note: k
Time: 66.27, Note: f
Time: 66.35, Note: j
Time: 66.43, Note: d
Time: 66.46, Note: k
Time: 66.57, Note: j
Time: 66.58, Note: f
Time: 66.69, Note: k
Time: 66.72, Note: d
Time: 66.79, Note: j
Time: 66.84, Note: f
Time: 66.92, Note: k
Time: 66.98, Note: d
Time: 67.03, Note: j
Time: 67.13, Note: f
Time: 67.14, Note: k
Time: 67.28, Note: d
Time: 67.33, Note: j
Time: 67.40, Note: f
Time: 67.46, Note: k
Time: 67.51, Note: d
Slider: StartTime: 67.63, EndTime: 69.19, Key: d
Slider: StartTime: 67.61, EndTime: 69.20, Key: k
Slider: StartTime: 67.60, EndTime: 69.21, Key: f
Slider: StartTime: 67.63, EndTime: 69.22, Key: j
Time: 69.88, Note: k
Time: 69.89, Note: j
Time: 69.91, Note: f
Time: 69.92, Note: d
Time: 70.41, Note: f
Time: 70.42, Note: d
Time: 70.43, Note: j
Time: 70.43, Note: k
Slider: StartTime: 70.65, EndTime: 72.33, Key: d
Slider: StartTime: 70.64, EndTime: 72.35, Key: f
Slider: StartTime: 70.63, EndTime: 72.37, Key: k
Slider: StartTime: 70.63, EndTime: 72.37, Key: j
Slider: StartTime: 72.74, EndTime: 73.81, Key: d
Slider: StartTime: 72.73, EndTime: 73.82, Key: k
Slider: StartTime: 72.72, EndTime: 73.84, Key: j
Slider: StartTime: 72.75, EndTime: 73.84, Key: f
Slider: StartTime: 74.10, EndTime: 75.24, Key: d
Slider: StartTime: 74.12, EndTime: 75.25, Key: f
Slider: StartTime: 74.11, EndTime: 75.28, Key: k
Slider: StartTime: 74.11, EndTime: 75.28, Key: j
Slider: StartTime: 75.53, EndTime: 76.91, Key: d
Slider: StartTime: 75.53, EndTime: 76.93, Key: f
Slider: StartTime: 75.53, EndTime: 76.94, Key: k
Slider: StartTime: 75.54, EndTime: 76.96, Key: j
Time: 77.26, Note: k
Time: 77.27, Note: j
Time: 77.29, Note: f
Time: 77.30, Note: d
Time: 77.52, Note: k
Time: 77.52, Note: d
Time: 77.62, Note: j
Time: 77.67, Note: f
Time: 77.75, Note: k
Time: 77.80, Note: d
Time: 77.87, Note: j
Time: 77.95, Note: f
Time: 77.98, Note: k
Time: 78.09, Note: j
Time: 78.11, Note: d
Time: 78.24, Note: k
Time: 78.26, Note: f
Time: 78.40, Note: j
Time: 78.55, Note: k
Time: 78.56, Note: d
Time: 78.68, Note: f
Time: 78.70, Note: j
Time: 78.86, Note: k
Time: 78.91, Note: d
Time: 79.02, Note: j
Time: 79.09, Note: f
Time: 79.20, Note: k
Time: 79.23, Note: d
Time: 79.36, Note: j
Time: 79.44, Note: f
Time: 79.50, Note: k
Time: 79.58, Note: d
Time: 79.63, Note: j
Time: 79.76, Note: f
Time: 79.78, Note: k
Time: 79.91, Note: d
Time: 79.91, Note: j
Time: 80.05, Note: k
Time: 80.11, Note: f
Time: 80.19, Note: j
Time: 80.31, Note: d
Time: 80.35, Note: k
Time: 80.54, Note: f
Time: 80.57, Note: j
Time: 80.72, Note: d
Time: 80.76, Note: k
Time: 80.94, Note: f
Time: 80.96, Note: j
Time: 81.11, Note: k
Time: 81.12, Note: d
Time: 81.27, Note: j
Time: 81.30, Note: f
Time: 81.41, Note: k
Time: 81.44, Note: d
Time: 81.54, Note: j
Time: 81.59, Note: f
Time: 81.65, Note: k
Time: 81.73, Note: d
Time: 81.77, Note: j
Time: 81.87, Note: f
Time: 81.89, Note: k
Time: 82.03, Note: j
Time: 82.13, Note: k
Time: 82.25, Note: f
Time: 82.28, Note: j
Time: 82.37, Note: k
Time: 82.38, Note: d
Time: 82.51, Note: j
Time: 82.57, Note: f
Time: 82.61, Note: k
Time: 82.73, Note: j
Time: 82.75, Note: d
Time: 82.85, Note: k
Time: 82.90, Note: f
Time: 82.96, Note: j
Time: 83.05, Note: d
Time: 83.09, Note: k
Time: 83.22, Note: f
Time: 83.25, Note: j
Time: 83.36, Note: k
Time: 83.38, Note: d
Time: 83.48, Note: j
Time: 83.49, Note: f
Time: 83.58, Note: k
Time: 83.64, Note: d
Time: 83.68, Note: j
Time: 83.80, Note: k
Time: 83.90, Note: j
Time: 83.98, Note: d
Time: 84.05, Note: k
Time: 84.15, Note: j
Time: 84.31, Note: k
Time: 84.37, Note: d
Time: 84.55, Note: k
Time: 84.64, Note: f
Time: 84.71, Note: j
Time: 84.86, Note: d
Time: 84.87, Note: k
Time: 84.97, Note: j
Time: 85.06, Note: f
Time: 85.09, Note: k
Time: 85.20, Note: d
Time: 85.26, Note: j
Time: 85.55, Note: k
Time: 85.58, Note: d
Time: 85.67, Note: j
Time: 85.75, Note: f
Time: 85.84, Note: k
Time: 85.93, Note: d
Time: 85.94, Note: j
Time: 86.10, Note: f
Time: 86.11, Note: k
Time: 86.25, Note: d
Time: 86.26, Note: j
Time: 86.40, Note: k
Time: 86.50, Note: j
Time: 86.55, Note: d
Time: 86.61, Note: k
Time: 86.77, Note: f
Time: 86.95, Note: d
Time: 86.97, Note: k
Time: 87.08, Note: f
Time: 87.14, Note: j
Time: 87.29, Note: k
Time: 87.36, Note: d
Time: 87.47, Note: f
Time: 87.62, Note: k
Time: 87.72, Note: d
Time: 87.76, Note: j
Time: 87.89, Note: k
Time: 87.89, Note: f
Time: 88.12, Note: d
Time: 88.19, Note: k
Time: 88.30, Note: f
Time: 88.32, Note: j
Time: 88.46, Note: k
Time: 88.50, Note: d
Time: 88.61, Note: j
Time: 88.99, Note: f
Time: 89.10, Note: j
Time: 89.16, Note: k
Time: 89.27, Note: f
Time: 89.39, Note: j
Time: 89.51, Note: k
Time: 89.57, Note: d
Time: 89.73, Note: j
Time: 89.81, Note: f
Time: 90.08, Note: j
Time: 90.09, Note: k
Time: 90.30, Note: d
Time: 90.34, Note: f
Time: 90.40, Note: j
Time: 90.74, Note: k
Time: 90.75, Note: d
Time: 90.78, Note: j
Time: 90.78, Note: f
Time: 91.06, Note: k
Time: 91.10, Note: j
Time: 91.11, Note: d
Time: 91.36, Note: f
Time: 91.38, Note: k
Time: 91.38, Note: j
Time: 91.49, Note: d
Time: 91.66, Note: k
Time: 91.72, Note: j
Time: 91.84, Note: f
Time: 91.87, Note: d
Time: 91.99, Note: k
Time: 91.99, Note: j
Time: 92.14, Note: d
Time: 92.14, Note: f
Time: 92.29, Note: j
Time: 92.31, Note: k
Time: 92.48, Note: d
Time: 92.50, Note: f
Time: 92.61, Note: k
Time: 92.63, Note: j
Time: 92.81, Note: d
Time: 92.88, Note: k
Time: 92.89, Note: j
Time: 93.05, Note: f
Time: 93.19, Note: k
Time: 93.20, Note: j
Time: 93.53, Note: j
Time: 93.88, Note: j
Time: 93.89, Note: k
Slider: StartTime: 93.68, EndTime: 94.10, Key: d
Time: 94.16, Note: j
Time: 94.47, Note: j
Slider: StartTime: 93.91, EndTime: 94.48, Key: f
Time: 94.83, Note: j
Time: 94.85, Note: f
Time: 95.11, Note: j
Slider: StartTime: 94.80, EndTime: 95.23, Key: d
Time: 95.27, Note: f
Slider: StartTime: 94.82, EndTime: 95.42, Key: k
Time: 95.42, Note: j
Time: 95.79, Note: j
Time: 95.98, Note: f
Time: 96.14, Note: j
Time: 96.22, Note: d
Time: 96.41, Note: k
Time: 96.44, Note: f
Time: 96.48, Note: j
Time: 96.66, Note: d
Time: 96.87, Note: k
Slider: StartTime: 96.69, EndTime: 97.03, Key: f
Time: 97.04, Note: j
Time: 97.28, Note: k
Time: 97.42, Note: f
Time: 97.47, Note: j
Time: 97.61, Note: d
Time: 97.66, Note: k
Time: 97.78, Note: f
Time: 97.87, Note: j
Time: 97.94, Note: d
Time: 97.98, Note: k
Time: 98.15, Note: f
Time: 98.17, Note: j
Time: 98.27, Note: d
Time: 98.30, Note: k
Time: 98.47, Note: j
Time: 98.48, Note: f
Time: 98.66, Note: k
Time: 98.69, Note: d
Time: 98.82, Note: j
Time: 98.86, Note: f
Time: 98.97, Note: k
Time: 99.07, Note: d
Time: 99.11, Note: j
Time: 99.32, Note: k
Slider: StartTime: 99.03, EndTime: 99.39, Key: f
Time: 99.47, Note: j
Time: 99.63, Note: k
Time: 99.83, Note: j
Time: 99.84, Note: f
Time: 100.02, Note: k
Time: 100.17, Note: j
Time: 100.25, Note: f
Time: 100.37, Note: k
Time: 100.55, Note: d
Time: 100.56, Note: j
Time: 100.68, Note: k
Time: 100.89, Note: j
Time: 101.03, Note: k
Time: 101.06, Note: d
Time: 101.08, Note: f
Time: 101.19, Note: j
Time: 101.33, Note: k
Time: 101.38, Note: d
Time: 101.48, Note: f
Time: 101.48, Note: j
Time: 101.70, Note: j
Time: 101.72, Note: k
Time: 101.81, Note: f
Time: 101.88, Note: k
Time: 102.15, Note: j
Time: 102.33, Note: k
Time: 102.35, Note: j
Time: 102.35, Note: f
Slider: StartTime: 101.53, EndTime: 102.43, Key: d
Time: 102.57, Note: f
Time: 102.63, Note: k
Time: 102.63, Note: d
Time: 102.69, Note: j
Slider: StartTime: 104.56, EndTime: 106.26, Key: j
Slider: StartTime: 108.23, EndTime: 110.05, Key: f
Slider: StartTime: 110.77, EndTime: 112.43, Key: k
Slider: StartTime: 112.83, EndTime: 114.96, Key: d
Slider: StartTime: 115.40, EndTime: 117.31, Key: j
Slider: StartTime: 117.79, EndTime: 119.71, Key: f
Slider: StartTime: 120.31, EndTime: 121.39, Key: k
Time: 126.54, Note: d
Time: 127.08, Note: j
Time: 127.55, Note: j
Time: 128.04, Note: j
Time: 128.56, Note: d
Time: 128.70, Note: k
Time: 128.73, Note: f
Time: 129.05, Note: j
Time: 129.25, Note: j
Time: 129.35, Note: k
Time: 129.68, Note: k
Time: 129.72, Note: j
Time: 130.06, Note: k
Time: 130.09, Note: j
Time: 130.27, Note: f
Time: 130.37, Note: d
Time: 133.57, Note: f
Time: 133.68, Note: j
Time: 133.74, Note: d
Time: 133.78, Note: k
Time: 134.01, Note: j
Time: 134.11, Note: k
Time: 134.59, Note: d
Time: 134.61, Note: j
Time: 134.77, Note: k
Time: 134.89, Note: j
Time: 134.94, Note: d
Time: 134.99, Note: k
Time: 135.07, Note: f
Time: 135.10, Note: j
Time: 135.18, Note: k
Time: 135.21, Note: d
Time: 135.29, Note: j
Time: 135.40, Note: k
Time: 135.41, Note: f
Time: 135.48, Note: j
Time: 135.50, Note: d
Time: 135.57, Note: k
Time: 135.68, Note: j
Time: 135.69, Note: f
Time: 135.75, Note: d
Time: 135.81, Note: k
Time: 135.93, Note: j
Time: 135.99, Note: f
Time: 136.05, Note: k
Time: 136.10, Note: d
Time: 136.22, Note: j
Time: 136.31, Note: k
Time: 136.34, Note: f
Time: 136.47, Note: d
Time: 136.49, Note: j
Time: 136.58, Note: k
Time: 136.66, Note: f
Time: 136.72, Note: j
Time: 136.80, Note: d
Time: 136.87, Note: k
Time: 136.97, Note: j
Time: 137.04, Note: f
Time: 137.15, Note: k
Time: 137.23, Note: d
Time: 137.29, Note: j
Time: 137.42, Note: f
Time: 137.45, Note: k
Time: 137.45, Note: d
Time: 137.57, Note: j
Time: 137.61, Note: d
Time: 137.73, Note: k
Time: 137.85, Note: j
Time: 137.86, Note: f
Time: 138.00, Note: k
Time: 138.04, Note: d
Time: 138.13, Note: j
Time: 138.19, Note: f
Time: 138.28, Note: k
Time: 138.35, Note: d
Time: 138.41, Note: j
Time: 138.52, Note: k
Time: 138.56, Note: f
Time: 138.68, Note: j
Time: 138.77, Note: d
Time: 138.81, Note: k
Time: 138.95, Note: f
Time: 138.97, Note: j
Time: 139.07, Note: k
Time: 139.10, Note: d
Time: 139.24, Note: j
Time: 139.29, Note: f
Time: 139.43, Note: k
Time: 139.46, Note: d
Time: 139.56, Note: j
Time: 139.71, Note: k
Time: 139.71, Note: d
Time: 139.87, Note: j
Time: 139.91, Note: f
Time: 140.00, Note: k
Time: 140.10, Note: d
Time: 140.17, Note: j
Time: 140.26, Note: f
Time: 140.34, Note: k
Time: 140.43, Note: d
Time: 140.51, Note: j
Time: 140.65, Note: k
Time: 140.78, Note: d
Time: 140.81, Note: j
Time: 140.92, Note: k
Time: 140.95, Note: f
Time: 141.06, Note: j
Time: 141.13, Note: d
Time: 141.16, Note: k
Time: 141.32, Note: j
Time: 141.48, Note: d
Time: 141.48, Note: k
Time: 141.50, Note: f
Time: 141.65, Note: j
Time: 141.68, Note: f
Time: 141.74, Note: d
Time: 141.76, Note: k
Time: 141.94, Note: j
Time: 141.96, Note: f
Time: 142.06, Note: k
Time: 142.10, Note: d
Time: 142.23, Note: j
Time: 142.28, Note: f
Time: 142.34, Note: k
Time: 142.45, Note: d
Time: 142.48, Note: j
Time: 142.59, Note: f
Time: 142.60, Note: k
Time: 142.75, Note: j
Time: 142.78, Note: d
Time: 142.88, Note: k
Time: 143.00, Note: f
Time: 143.04, Note: j
Time: 143.14, Note: d
Time: 143.14, Note: k
Time: 143.27, Note: f
Time: 143.30, Note: j
Time: 143.45, Note: d
Time: 143.48, Note: k
Time: 143.57, Note: j
Time: 143.65, Note: f
Time: 143.74, Note: k
Time: 143.76, Note: d
Time: 143.84, Note: j
Time: 144.06, Note: d
Time: 144.10, Note: f
Time: 144.26, Note: j
Time: 144.29, Note: d
Time: 144.38, Note: k
Time: 144.52, Note: j
Time: 144.58, Note: f
Time: 144.68, Note: k
Time: 144.75, Note: d
Time: 144.80, Note: j
Time: 144.87, Note: f
Time: 144.90, Note: k
Time: 145.60, Note: j
Time: 145.82, Note: j
Time: 146.34, Note: j
Time: 146.72, Note: d
Time: 147.11, Note: k
Time: 147.76, Note: d
Time: 147.85, Note: k
Time: 147.98, Note: k
Time: 148.29, Note: d
Time: 148.64, Note: k
Time: 149.04, Note: k
Time: 149.58, Note: f
Time: 149.69, Note: j
Time: 150.06, Note: d
Time: 150.40, Note: k
Time: 150.65, Note: k
Time: 151.07, Note: f
Time: 151.51, Note: d
Time: 151.74, Note: j
Time: 152.21, Note: k
Time: 152.83, Note: d
Time: 153.09, Note: f
Time: 153.30, Note: j
Time: 153.63, Note: k
Time: 154.27, Note: k
Time: 154.69, Note: k
Time: 155.10, Note: d
Time: 155.17, Note: j
Time: 155.33, Note: f
Time: 155.73, Note: k
Time: 156.08, Note: k
Time: 156.44, Note: d
Time: 156.83, Note: j
Time: 157.01, Note: f
Time: 157.15, Note: j
Time: 157.35, Note: j
Time: 157.44, Note: k
Time: 157.81, Note: k
Time: 158.00, Note: k
Time: 158.07, Note: j
Time: 158.39, Note: d
Time: 158.47, Note: f
Time: 158.82, Note: j
Time: 158.91, Note: k
Time: 159.06, Note: j
Time: 159.12, Note: k
Time: 159.56, Note: f
Time: 159.57, Note: d
Time: 159.94, Note: k
Time: 160.18, Note: k
Time: 160.23, Note: f
Time: 160.32, Note: j
Time: 160.42, Note: k
Time: 160.47, Note: d
Time: 160.56, Note: j
Time: 160.69, Note: k
Time: 160.71, Note: f
Time: 160.78, Note: j
Time: 160.86, Note: k
Time: 161.16, Note: j
Time: 161.49, Note: f
Time: 161.54, Note: d
Time: 162.93, Note: j
Time: 163.09, Note: k
Time: 163.17, Note: j
Time: 163.22, Note: k
Time: 163.41, Note: j
Time: 163.43, Note: k
Time: 163.76, Note: j
Time: 164.11, Note: f
Time: 164.98, Note: d
Time: 165.15, Note: f
Time: 165.28, Note: f
Time: 165.98, Note: j
Time: 166.19, Note: k
Time: 166.34, Note: j
Time: 166.71, Note: j
Time: 167.27, Note: d
Time: 167.46, Note: d
Time: 167.82, Note: f
Time: 168.39, Note: k
Time: 168.42, Note: j
Time: 168.59, Note: k
Time: 168.75, Note: j
Time: 168.83, Note: k
Time: 169.09, Note: j
Time: 169.37, Note: j
Time: 169.68, Note: j
Time: 170.72, Note: d
Time: 170.91, Note: d
Time: 171.18, Note: f
Time: 171.24, Note: d
Time: 171.60, Note: d
Time: 171.63, Note: f
Time: 171.91, Note: d
Time: 171.94, Note: f
Time: 176.11, Note: f
Time: 176.46, Note: k
Time: 176.46, Note: j
Time: 176.48, Note: f
Time: 176.85, Note: j
Time: 177.11, Note: j
Time: 177.14, Note: f
Time: 177.26, Note: d
Time: 177.30, Note: k
Time: 177.52, Note: j
Time: 177.68, Note: j
Time: 177.72, Note: k
Time: 177.87, Note: d
Time: 177.91, Note: j
Time: 177.95, Note: f
Time: 177.99, Note: k
Time: 178.08, Note: d
Time: 178.12, Note: j
Time: 178.22, Note: k
Time: 178.24, Note: f
Time: 178.33, Note: j
Time: 178.34, Note: d
Time: 178.43, Note: k
Time: 178.46, Note: f
Time: 178.59, Note: d
Time: 178.61, Note: j
Time: 178.70, Note: k
Time: 178.74, Note: f
Time: 178.84, Note: j
Time: 178.86, Note: d
Time: 178.93, Note: k
Time: 179.03, Note: f
Time: 179.05, Note: j
Time: 179.12, Note: d
Time: 179.15, Note: k
Time: 179.28, Note: f
Time: 179.28, Note: j
Time: 179.37, Note: k
Time: 179.40, Note: d
Time: 179.50, Note: j
Time: 179.53, Note: f
Time: 179.60, Note: k
Time: 179.66, Note: d
Time: 179.75, Note: j
Time: 179.79, Note: f
Time: 179.84, Note: k
Time: 179.95, Note: d
Time: 179.99, Note: j
Time: 180.07, Note: k
Time: 180.10, Note: f
Time: 180.13, Note: d
Time: 180.24, Note: j
Time: 180.29, Note: k
Time: 180.34, Note: d
Time: 180.45, Note: j
Time: 180.54, Note: f
Time: 180.66, Note: j
Time: 180.67, Note: k
Time: 180.69, Note: d
Time: 180.81, Note: f
Time: 180.86, Note: j
Time: 180.88, Note: k
Time: 180.90, Note: d
Time: 181.06, Note: k
Time: 181.08, Note: j
Time: 181.12, Note: f
Time: 181.16, Note: d
Time: 181.25, Note: k
Time: 181.39, Note: f
Time: 181.44, Note: j
Time: 181.45, Note: k
Time: 181.47, Note: d
Slider: StartTime: 181.50, EndTime: 183.93, Key: j
Slider: StartTime: 181.51, EndTime: 183.96, Key: k
Slider: StartTime: 181.50, EndTime: 183.98, Key: f
Slider: StartTime: 181.52, EndTime: 184.01, Key: d
Time: 185.56, Note: k
Time: 185.56, Note: j
Time: 185.64, Note: d
Time: 185.97, Note: f
Time: 186.01, Note: k
Time: 186.01, Note: j
Time: 186.03, Note: d
Time: 186.37, Note: k
Slider: StartTime: 186.32, EndTime: 186.78, Key: f
Slider: StartTime: 186.31, EndTime: 186.79, Key: d
Slider: StartTime: 186.33, EndTime: 186.82, Key: j
Slider: StartTime: 186.50, EndTime: 186.84, Key: k
Slider: StartTime: 187.27, EndTime: 187.66, Key: d
Slider: StartTime: 187.28, EndTime: 187.72, Key: f
Slider: StartTime: 187.27, EndTime: 187.72, Key: k
Slider: StartTime: 187.26, EndTime: 187.72, Key: j
Slider: StartTime: 188.01, EndTime: 188.37, Key: f
Slider: StartTime: 188.00, EndTime: 188.38, Key: d
Slider: StartTime: 188.03, EndTime: 188.41, Key: j
Slider: StartTime: 188.02, EndTime: 188.41, Key: k
Time: 188.72, Note: f
Time: 188.74, Note: k
Time: 188.74, Note: d
Time: 188.74, Note: j
Time: 189.20, Note: d
Time: 189.20, Note: k
Time: 189.21, Note: f
Time: 189.24, Note: j
Time: 189.63, Note: k
Time: 189.65, Note: j
Time: 189.68, Note: d
Time: 189.68, Note: f
Time: 190.10, Note: j
Time: 190.10, Note: k
Time: 190.12, Note: f
Time: 190.14, Note: d
Time: 190.51, Note: k
Time: 190.53, Note: j
Time: 190.53, Note: f
Time: 190.55, Note: d
Slider: StartTime: 190.85, EndTime: 191.38, Key: k
Slider: StartTime: 190.86, EndTime: 191.39, Key: j
Slider: StartTime: 190.84, EndTime: 191.39, Key: d
Slider: StartTime: 190.84, EndTime: 191.39, Key: f
Slider: StartTime: 191.78, EndTime: 192.33, Key: d
Slider: StartTime: 191.79, EndTime: 192.33, Key: f
Slider: StartTime: 191.81, EndTime: 192.34, Key: k
Slider: StartTime: 191.82, EndTime: 192.34, Key: j
Time: 192.81, Note: j
Time: 192.84, Note: k
Time: 192.84, Note: f
Time: 192.87, Note: d
Time: 193.17, Note: k
Time: 193.19, Note: j
Time: 193.19, Note: f
Time: 193.22, Note: d
Time: 193.41, Note: k
Time: 193.43, Note: j
Time: 193.46, Note: f
Time: 193.46, Note: d
Time: 193.66, Note: k
Time: 193.68, Note: j
Time: 193.68, Note: d
Time: 193.68, Note: f
Time: 193.94, Note: k
Time: 193.95, Note: d
Time: 193.95, Note: f
Time: 193.95, Note: j
Time: 194.18, Note: f
Time: 194.20, Note: k
Time: 194.20, Note: d
Time: 194.22, Note: j
Slider: StartTime: 194.49, EndTime: 195.39, Key: d
Slider: StartTime: 194.50, EndTime: 195.43, Key: f
Slider: StartTime: 194.48, EndTime: 195.43, Key: k
Slider: StartTime: 194.47, EndTime: 195.43, Key: j
Slider: StartTime: 195.63, EndTime: 195.99, Key: d
Slider: StartTime: 195.61, EndTime: 196.00, Key: k
Slider: StartTime: 195.60, EndTime: 196.00, Key: j
Slider: StartTime: 195.63, EndTime: 196.03, Key: f
Time: 196.26, Note: d
Time: 196.26, Note: k
Time: 196.26, Note: j
Time: 196.28, Note: f
Time: 196.67, Note: k
Time: 196.68, Note: j
Time: 196.72, Note: d
Time: 196.72, Note: f
Time: 197.08, Note: j
Time: 197.10, Note: k
Time: 197.13, Note: f
Time: 197.13, Note: d
Time: 197.52, Note: k
