Time: 1.74, Note: j
Time: 58.24, Note: d
Time: undefined, Note: k
Time: 58.66, Note: f
Time: 58.91, Note: j
Time: 59.06, Note: d
Time: undefined, Note: k
Time: 59.69, Note: f
Time: 59.94, Note: j
Time: 60.12, Note: d
Time: 60.38, Note: k
Time: 60.53, Note: f
Time: 60.82, Note: j
Time: 60.98, Note: d
Time: 61.25, Note: k
Time: 61.44, Note: f
Time: 61.65, Note: j
Time: 61.88, Note: d
Time: undefined, Note: k
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: 63.58, Note: f
Time: 63.83, Note: j
Time: 64.01, Note: d
Time: 64.23, Note: k
Time: 64.38, Note: f
Time: 64.62, Note: j
Time: 64.80, Note: d
Time: 65.37, Note: k
Time: 65.52, Note: f
Time: 65.74, Note: j
Time: 65.97, Note: d
Time: 66.22, Note: k
Time: 66.34, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: 70.44, Note: f
Time: undefined, Note: j
Time: 70.85, Note: f
Time: undefined, Note: k
Time: 71.29, Note: d
Time: undefined, Note: j
Time: 71.70, Note: f
Time: 72.15, Note: d
Time: undefined, Note: k
Time: undefined, Note: j
Time: 72.58, Note: f
Time: 72.99, Note: d
Time: undefined, Note: k
Time: undefined, Note: j
Time: 73.46, Note: f
Time: undefined, Note: k
Time: 73.88, Note: d
Time: 74.35, Note: f
Time: undefined, Note: j
Time: 74.77, Note: d
Time: undefined, Note: k
Time: 75.18, Note: f
Time: undefined, Note: j
Time: undefined, Note: k
Time: 75.62, Note: d
Time: undefined, Note: j
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: undefined, Note: f
Time: undefined, Note: j
Time: undefined, Note: f
Time: undefined, Note: k
Time: undefined, Note: d
Time: undefined, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: undefined, Note: j
Time: undefined, Note: d
Time: 82.56, Note: k
Time: 82.69, Note: f
Time: 82.88, Note: j
Time: 83.08, Note: d
Time: 83.30, Note: k
Time: 83.50, Note: f
Time: 83.69, Note: j
Time: 83.97, Note: d
Time: 84.15, Note: k
Time: 84.38, Note: f
Time: 84.56, Note: j
Time: 84.83, Note: d
Time: 85.04, Note: k
Time: 85.23, Note: f
Time: 85.39, Note: j
Time: 85.70, Note: d
Time: undefined, Note: k
Time: 86.10, Note: f
Time: 86.21, Note: j
Time: 86.56, Note: d
Time: 86.64, Note: k
Time: 86.97, Note: f
Time: 87.04, Note: j
Time: 87.73, Note: f
Time: 87.79, Note: k
Time: 87.92, Note: d
Time: 88.03, Note: j
Time: 88.42, Note: d
Time: 88.48, Note: k
Time: 88.90, Note: j
Time: 88.92, Note: d
Time: 89.29, Note: f
Time: 89.34, Note: k
Time: 89.63, Note: d
Time: 89.68, Note: j
Time: 90.65, Note: f
Time: 90.75, Note: k
Time: 91.21, Note: j
Time: 91.36, Note: d
Time: undefined, Note: k
Time: 92.02, Note: f
Time: 92.27, Note: j
Time: 93.03, Note: k
Time: undefined, Note: d
Time: undefined, Note: j
Time: 93.45, Note: f
Time: 93.70, Note: k
Time: 93.85, Note: d
Time: 93.99, Note: j
Time: 94.33, Note: f
Time: 94.38, Note: j
Time: 94.59, Note: f
Time: 94.89, Note: k
Time: 95.18, Note: d
Time: 95.20, Note: j
Time: 95.63, Note: f
Time: 95.71, Note: k
Time: 96.12, Note: j
Time: 96.14, Note: d
Time: 96.53, Note: f
Time: undefined, Note: k
Time: 97.67, Note: d
Time: 97.89, Note: j
Time: 98.03, Note: f
Time: undefined, Note: k
Time: 98.45, Note: d
Time: 98.69, Note: j
Time: 98.87, Note: f
Time: undefined, Note: k
Time: 99.32, Note: d
Time: 99.56, Note: j
Time: 99.76, Note: f
Time: undefined, Note: k
Time: 100.21, Note: d
Time: 100.47, Note: j
Time: 100.64, Note: f
Time: undefined, Note: k
Time: undefined, Note: d
Time: undefined, Note: j
Time: undefined, Note: f
Time: undefined, Note: k
Time: undefined, Note: d
Time: undefined, Note: j
Time: undefined, Note: f
Time: 104.47, Note: d
Time: 104.53, Note: k
Time: 104.80, Note: f
Time: 104.90, Note: j
Time: undefined, Note: d
Time: undefined, Note: k
Time: 105.59, Note: f
Time: 105.85, Note: j
Time: 106.06, Note: f
Time: 106.67, Note: k
Time: 106.75, Note: d
Time: 107.25, Note: j
Time: 107.45, Note: f
Time: undefined, Note: k
Time: 108.08, Note: d
Time: 108.36, Note: j
Time: 108.61, Note: f
Time: undefined, Note: k
Time: undefined, Note: d
Time: undefined, Note: j
Time: 110.30, Note: f
Time: 111.18, Note: d
Time: 111.23, Note: k
Time: 111.48, Note: f
Time: 111.63, Note: j
Time: 111.83, Note: d
Time: undefined, Note: k
Time: 112.22, Note: f
Time: undefined, Note: j
Time: 112.66, Note: d
Time: undefined, Note: k
Time: 113.11, Note: f
Time: undefined, Note: j
Time: 113.59, Note: d
Time: undefined, Note: k
Time: 114.09, Note: f
Time: undefined, Note: j
Time: 114.59, Note: d
Time: undefined, Note: k
Time: 114.99, Note: f
Time: 115.26, Note: j
Time: 115.42, Note: d
Time: 115.71, Note: k
Time: 115.85, Note: f
Time: 116.12, Note: j
Time: 116.32, Note: d
Time: 116.57, Note: k
Time: 116.72, Note: f
Time: 116.99, Note: j
Time: 117.11, Note: d
Time: 117.85, Note: f
Time: 117.98, Note: k
Time: 118.16, Note: d
Time: 118.22, Note: j
Time: 118.52, Note: d
Time: undefined, Note: k
Time: 118.82, Note: f
Time: undefined, Note: j
Time: 119.22, Note: d
Time: undefined, Note: k
Time: 119.58, Note: f
Time: 119.82, Note: j
Time: 119.97, Note: d
Time: undefined, Note: k
Time: 120.32, Note: f
Time: 120.60, Note: j
Time: 120.79, Note: d
Time: 121.02, Note: k
Time: 121.06, Note: f
Time: 121.34, Note: f
Time: 121.41, Note: k
Time: 121.73, Note: d
Time: 121.78, Note: j
Time: 122.21, Note: f
Time: undefined, Note: d
Time: undefined, Note: k
Time: 122.87, Note: d
Time: 122.87, Note: f
Time: 122.90, Note: k
Time: 122.90, Note: j
