Time: 0.76, Note: j
Time: 11.91, Note: k
Time: 11.97, Note: f
Time: 12.19, Note: k
Time: 12.20, Note: f
Time: 12.39, Note: j
Time: 12.41, Note: f
Time: 12.63, Note: k
Time: 12.65, Note: f
Time: 12.87, Note: f
Time: 12.88, Note: j
Time: 13.09, Note: f
Time: 13.11, Note: k
Time: 13.32, Note: f
Time: 13.36, Note: j
Time: 13.56, Note: f
Time: 13.58, Note: k
Time: 13.77, Note: d
Time: 13.80, Note: k
Time: 13.99, Note: d
Time: 14.02, Note: j
Time: 14.26, Note: f
Time: 14.27, Note: k
Time: 14.49, Note: d
Time: 14.53, Note: j
Time: 14.71, Note: d
Time: 14.74, Note: k
Time: 14.95, Note: f
Time: 15.13, Note: f
Time: 15.14, Note: k
Time: 15.60, Note: d
Time: 15.61, Note: j
Time: 15.85, Note: k
Time: 15.89, Note: f
Time: 16.07, Note: j
Time: 16.09, Note: d
Time: 16.29, Note: d
Time: 16.31, Note: k
Time: 16.53, Note: d
Time: 16.56, Note: k
Time: 16.82, Note: f
Time: 16.83, Note: j
Time: 17.23, Note: d
Time: 17.24, Note: k
Time: 17.48, Note: j
Time: 17.50, Note: f
Time: 17.70, Note: d
Time: 17.71, Note: k
Time: 18.16, Note: j
Time: 18.40, Note: k
Time: 18.68, Note: j
Time: 18.87, Note: f
Time: 19.12, Note: k
Time: 19.34, Note: d
Time: 19.57, Note: j
Time: 19.61, Note: f
Time: 20.02, Note: f
Time: 20.04, Note: k
Time: 20.44, Note: f
Time: 20.45, Note: j
Time: 20.91, Note: k
Time: 21.17, Note: k
Time: 21.39, Note: j
Time: 21.66, Note: k
Time: 21.91, Note: j
Time: 22.17, Note: d
Time: 22.52, Note: d
Time: 22.53, Note: j
Time: 22.83, Note: f
Time: 23.01, Note: k
Time: 23.24, Note: d
Time: 23.66, Note: j
Time: 24.05, Note: f
Time: 24.09, Note: k
Time: 24.57, Note: f
Time: 24.58, Note: j
Time: 24.79, Note: f
Time: 24.82, Note: k
Time: 25.32, Note: j
Time: 25.33, Note: d
Time: 25.55, Note: d
Time: 25.77, Note: k
Time: 25.99, Note: f
Time: 26.01, Note: j
Time: 26.21, Note: f
Time: 26.25, Note: j
Time: 26.50, Note: d
Time: 26.72, Note: k
Time: 26.94, Note: j
Time: 26.98, Note: f
Time: 27.39, Note: f
Time: 27.42, Note: k
Time: 27.82, Note: f
Time: 27.84, Note: j
Time: 28.28, Note: d
Time: 28.30, Note: k
Time: 28.54, Note: j
Time: 28.55, Note: f
Time: 28.79, Note: k
Time: 28.96, Note: d
Time: 29.24, Note: j
Time: 29.45, Note: f
Time: 29.70, Note: k
Time: 29.88, Note: d
Time: 29.92, Note: k
Time: 30.18, Note: j
Time: 30.19, Note: f
Time: 30.43, Note: k
Time: 30.45, Note: d
Time: 30.66, Note: j
Time: 30.68, Note: f
Time: 30.88, Note: k
Time: 30.89, Note: d
Time: 31.11, Note: f
Time: 31.12, Note: j
Time: 31.34, Note: k
Time: 31.35, Note: d
Time: 31.57, Note: f
Time: 31.58, Note: j
Time: 31.81, Note: d
Time: 31.93, Note: k
Time: 32.10, Note: f
Time: 32.25, Note: j
Time: 32.48, Note: f
Time: 32.58, Note: k
Time: 32.65, Note: d
Time: 32.74, Note: j
Time: 32.80, Note: f
Time: 32.91, Note: d
Time: 32.96, Note: k
Time: 33.07, Note: f
Time: 33.20, Note: j
Time: 33.62, Note: f
Time: 33.64, Note: k
Time: 33.90, Note: f
Time: 34.11, Note: j
Time: 34.32, Note: d
Time: 34.59, Note: k
Time: 34.80, Note: f
Time: 35.02, Note: j
Time: 35.25, Note: d
Time: 35.71, Note: k
Time: 35.73, Note: d
Time: 35.91, Note: d
Time: 36.16, Note: j
Time: 36.21, Note: f
Time: 36.39, Note: f
Time: 36.67, Note: k
Time: 36.88, Note: d
Time: 37.13, Note: j
Time: 37.30, Note: f
Time: 37.61, Note: f
Time: 37.80, Note: k
Time: 38.02, Note: d
Time: 38.25, Note: j
Time: 38.48, Note: f
Time: 38.69, Note: k
Time: 38.93, Note: d
Time: 39.20, Note: j
Time: 39.42, Note: d
Time: 39.67, Note: j
Time: 39.86, Note: d
Time: 40.11, Note: k
Time: 40.35, Note: f
Time: 40.59, Note: k
Time: 40.79, Note: f
Time: 41.01, Note: j
Time: 41.03, Note: d
Time: 41.25, Note: f
Time: 41.47, Note: k
Time: 41.69, Note: d
Time: 41.92, Note: j
Time: 42.17, Note: f
Time: 42.40, Note: k
Time: 42.69, Note: d
Time: 42.90, Note: j
Time: 43.10, Note: f
Time: 43.32, Note: k
Time: 43.57, Note: f
Time: 43.80, Note: j
Time: 44.01, Note: d
Time: 44.24, Note: k
Time: 44.47, Note: f
Time: 44.68, Note: j
Time: 45.17, Note: j
Time: 45.39, Note: d
Time: 45.63, Note: k
Time: 45.85, Note: f
Time: 46.08, Note: j
Time: 46.32, Note: d
Time: 46.56, Note: k
Time: 46.80, Note: f
Time: 47.02, Note: j
Time: 47.23, Note: d
Time: 47.47, Note: k
Time: 47.69, Note: f
Time: 47.90, Note: j
Time: 48.10, Note: d
Time: 48.35, Note: k
Time: 48.64, Note: f
Time: 48.85, Note: j
Time: 49.09, Note: d
Time: 49.30, Note: k
Time: 49.54, Note: f
Time: 49.77, Note: j
Time: 50.02, Note: d
Time: 50.26, Note: k
Time: 50.48, Note: f
Time: 50.70, Note: k
Time: 50.93, Note: f
Time: 51.15, Note: j
Time: 51.38, Note: d
Time: 51.61, Note: j
Time: 51.80, Note: d
Time: 52.02, Note: k
Time: 52.31, Note: f
Time: 52.54, Note: j
Time: 52.76, Note: d
Time: 53.03, Note: k
Time: 53.25, Note: f
Time: 53.47, Note: j
Time: 53.71, Note: d
Time: 53.95, Note: k
Time: 54.22, Note: d
Time: 54.41, Note: j
Time: 54.66, Note: d
Time: 54.88, Note: k
Time: 55.10, Note: d
Time: 55.34, Note: j
Time: 55.55, Note: d
Time: 55.81, Note: k
Time: 56.02, Note: f
Time: 56.26, Note: k
Time: 56.52, Note: f
Time: 56.75, Note: j
Time: 56.99, Note: f
Time: 57.20, Note: k
Time: 57.44, Note: f
Time: 57.67, Note: j
Time: 57.95, Note: f
Time: 58.15, Note: k
Time: 58.39, Note: d
Time: 58.59, Note: j
Time: 58.82, Note: f
Time: 59.03, Note: k
Time: 59.26, Note: k
Time: 59.49, Note: d
Time: 59.51, Note: j
Time: 59.94, Note: f
Time: 59.95, Note: k
Time: 60.21, Note: f
Time: 60.42, Note: j
Time: 60.63, Note: d
Time: 60.88, Note: k
Time: 61.10, Note: f
Time: 61.13, Note: j
Time: 61.37, Note: f
Time: 61.64, Note: j
Time: 61.65, Note: f
Time: 61.83, Note: f
Time: 62.08, Note: k
Time: 62.32, Note: f
Time: 62.53, Note: k
Time: 62.61, Note: f
Time: 62.90, Note: f
Time: 63.04, Note: j
Time: 63.12, Note: f
Time: 63.34, Note: d
Time: 63.57, Note: k
Time: 63.84, Note: d
Time: 64.08, Note: j
Time: 64.29, Note: f
Time: 64.58, Note: k
Time: 64.77, Note: f
Time: 64.87, Note: j
Time: 65.08, Note: d
Time: 65.25, Note: k
Time: 65.47, Note: f
Time: 65.53, Note: j
Time: 65.73, Note: d
Time: 65.99, Note: k
Time: 66.17, Note: d
Time: 66.42, Note: j
Time: 66.43, Note: f
Time: 66.64, Note: f
Time: 66.67, Note: k
Time: 67.95, Note: f
Time: 67.97, Note: j
Time: 68.24, Note: d
Time: 68.26, Note: k
Time: 68.51, Note: d
Time: 68.52, Note: j
Time: 69.04, Note: f
Time: 69.05, Note: k
Time: 69.29, Note: f
Time: 69.32, Note: j
Time: 69.82, Note: k
Time: 69.84, Note: d
Time: 70.09, Note: f
Time: 70.10, Note: j
Time: 70.31, Note: f
Time: 70.57, Note: k
Time: 70.79, Note: d
Time: 71.03, Note: j
Time: 71.23, Note: f
Time: 71.52, Note: k
Time: 71.77, Note: d
Time: 71.98, Note: j
Time: 72.21, Note: f
Time: 72.44, Note: k
Time: 72.69, Note: f
Time: 72.89, Note: k
Time: 73.00, Note: f
Time: 73.11, Note: k
Time: 73.20, Note: f
Time: 73.31, Note: k
Time: 73.41, Note: f
Time: 73.53, Note: k
Time: 73.60, Note: f
Time: 73.79, Note: d
Time: 73.79, Note: j
Time: 74.23, Note: d
Time: 74.26, Note: j
Time: 74.52, Note: d
Time: 74.75, Note: j
Time: 74.95, Note: d
Time: 75.22, Note: j
Time: 75.44, Note: d
Time: 75.66, Note: k
Time: 75.68, Note: d
Time: 76.07, Note: d
Time: 76.08, Note: j
Time: 76.54, Note: f
Time: 76.56, Note: k
Time: 76.80, Note: d
Time: 77.05, Note: j
Time: 77.25, Note: f
Time: 77.51, Note: k
Time: 77.52, Note: f
Time: 77.73, Note: f
Time: 77.75, Note: j
Time: 78.16, Note: d
Time: 78.19, Note: k
Time: 78.48, Note: d
Time: 78.67, Note: j
Time: 78.87, Note: f
Time: 79.14, Note: k
Time: 79.41, Note: f
Time: 79.60, Note: j
Time: 79.76, Note: d
Time: 79.80, Note: j
Time: 80.26, Note: k
Time: 80.27, Note: f
Time: 80.50, Note: f
Time: 80.72, Note: j
Time: 80.95, Note: d
Time: 81.19, Note: k
Time: 81.45, Note: f
Time: 81.88, Note: j
Time: 81.89, Note: d
Time: 82.08, Note: d
Time: 82.26, Note: k
Time: 82.45, Note: f
Time: 82.73, Note: j
Time: 82.88, Note: d
Time: 83.08, Note: k
Time: 83.43, Note: f
Time: 83.44, Note: j
Time: 83.95, Note: d
Time: 83.96, Note: k
Time: 84.22, Note: f
Time: 84.44, Note: j
Time: 84.63, Note: d
Time: 84.87, Note: k
Time: 85.12, Note: f
Time: 85.55, Note: f
Time: 85.61, Note: k
Time: 86.07, Note: f
Time: 86.25, Note: j
Time: 86.49, Note: d
Time: 86.73, Note: j
Time: 86.94, Note: d
Time: 87.17, Note: k
Time: 87.40, Note: f
Time: 87.62, Note: j
Time: 87.88, Note: d
Time: 88.11, Note: k
Time: 88.30, Note: d
Time: 88.56, Note: j
Time: 88.80, Note: f
Time: 89.25, Note: k
Time: 89.27, Note: d
Time: 89.50, Note: f
Time: 89.72, Note: j
Time: 89.94, Note: d
Time: 90.17, Note: k
Time: 90.42, Note: f
Time: 90.67, Note: j
Time: 90.86, Note: f
Time: 90.88, Note: j
Time: 91.33, Note: k
Time: 91.34, Note: d
Time: 91.60, Note: f
Time: 91.79, Note: j
Time: 92.00, Note: d
Time: 92.22, Note: k
Time: 92.48, Note: f
Time: 92.92, Note: j
Time: 93.17, Note: d
Time: 93.40, Note: k
Time: 94.35, Note: d
Time: 94.38, Note: j
Time: 94.68, Note: f
Time: 94.85, Note: k
Time: 95.04, Note: d
Time: 95.26, Note: j
Time: 95.66, Note: f
Time: 96.14, Note: k
Time: 96.60, Note: d
Time: 96.84, Note: j
Time: 97.07, Note: f
Time: 97.33, Note: k
Time: 97.57, Note: d
Time: 97.81, Note: j
Time: 98.03, Note: f
Time: 98.25, Note: k
Time: 98.52, Note: k
Time: 98.73, Note: d
Time: 98.94, Note: j
Time: 99.39, Note: d
Time: 99.43, Note: j
Time: 99.84, Note: f
Time: 99.85, Note: k
Time: 100.32, Note: f
Time: 100.57, Note: j
Time: 100.81, Note: d
Time: 101.05, Note: k
Time: 101.29, Note: f
Time: 101.54, Note: j
Time: 101.73, Note: d
Time: 101.95, Note: k
Time: 102.19, Note: f
Time: 102.40, Note: j
Time: 102.66, Note: d
Time: 103.08, Note: k
Time: 103.50, Note: f
Time: 103.96, Note: k
Time: 104.25, Note: d
Time: 104.48, Note: j
Time: 104.70, Note: f
Time: 104.94, Note: k
Time: 105.17, Note: d
Time: 105.41, Note: j
Time: 105.61, Note: f
Time: 106.03, Note: k
Time: 106.24, Note: d
Time: 106.51, Note: j
Time: 106.79, Note: f
Time: 106.97, Note: k
Time: 107.21, Note: d
Time: 107.58, Note: j
Time: 107.81, Note: f
Time: 107.98, Note: k
Time: 108.17, Note: d
Time: 108.36, Note: j
Time: 108.66, Note: f
Time: 109.05, Note: k
Time: 109.32, Note: d
Time: 109.56, Note: j
Time: 109.81, Note: d
Time: 110.02, Note: k
Time: 110.28, Note: d
Time: 110.49, Note: j
Time: 110.74, Note: d
Time: 110.96, Note: k
Time: 111.39, Note: k
Time: 111.40, Note: f
Time: 111.64, Note: d
Time: 111.88, Note: j
Time: 112.11, Note: f
Time: 112.35, Note: k
Time: 112.58, Note: f
Time: 112.96, Note: d
Time: 113.01, Note: k
Time: 113.28, Note: f
Time: 113.50, Note: j
Time: 113.72, Note: f
Time: 113.95, Note: k
Time: 114.18, Note: d
Time: 114.42, Note: j
Time: 114.67, Note: f
Time: 114.93, Note: k
Time: 115.14, Note: d
Time: 115.35, Note: j
Time: 115.58, Note: d
Time: 115.83, Note: d
Time: 115.87, Note: k
Time: 116.07, Note: d
Time: 116.30, Note: j
Time: 116.50, Note: d
Time: 116.76, Note: f
Time: 116.77, Note: k
Time: 116.97, Note: f
Time: 117.20, Note: j
Time: 117.43, Note: d
Time: 117.63, Note: k
Time: 117.88, Note: f
Time: 118.14, Note: j
Time: 118.37, Note: d
Time: 118.58, Note: k
Time: 118.82, Note: f
Time: 119.03, Note: j
Time: 119.28, Note: d
Time: 119.51, Note: k
Time: 119.74, Note: d
Time: 119.95, Note: j
Time: 120.19, Note: d
Time: 120.41, Note: k
Time: 120.68, Note: d
Time: 120.86, Note: j
Time: 121.09, Note: d
Time: 121.34, Note: k
Time: 121.59, Note: d
Time: 121.81, Note: j
Time: 122.06, Note: f
Time: 122.51, Note: k
Time: 122.75, Note: f
Time: 123.00, Note: j
Time: 123.21, Note: f
Time: 123.41, Note: k
Time: 123.66, Note: f
Time: 123.88, Note: j
Time: 124.10, Note: d
Time: 124.34, Note: k
Time: 124.57, Note: d
Time: 124.81, Note: j
Time: 125.05, Note: d
Time: 125.28, Note: j
Time: 125.50, Note: d
Time: 125.74, Note: k
Time: 126.00, Note: f
Time: 126.20, Note: k
Time: 126.40, Note: d
Time: 126.44, Note: j
Time: 126.63, Note: d
Time: 126.88, Note: k
Time: 126.89, Note: f
Time: 127.11, Note: f
Time: 127.18, Note: j
Time: 127.35, Note: d
Time: 127.60, Note: k
Time: 127.82, Note: d
Time: 128.07, Note: j
Time: 128.30, Note: d
Time: 128.52, Note: j
Time: 128.74, Note: d
Time: 128.97, Note: k
Time: 129.22, Note: f
Time: 129.45, Note: j
Time: 129.68, Note: f
Time: 129.91, Note: k
Time: 130.13, Note: d
Time: 130.38, Note: j
Time: 130.41, Note: f
Time: 130.58, Note: f
Time: 130.60, Note: k
Time: 130.76, Note: d
Time: 131.02, Note: j
Time: 131.32, Note: f
Time: 131.52, Note: k
Time: 131.78, Note: f
Time: 132.00, Note: k
Time: 132.22, Note: f
Time: 132.44, Note: j
Time: 132.69, Note: d
Time: 132.90, Note: k
Time: 133.13, Note: d
Time: 133.40, Note: j
Time: 133.58, Note: d
Time: 133.81, Note: j
Time: 134.04, Note: d
Time: 134.29, Note: k
Time: 134.32, Note: f
Time: 134.52, Note: f
Time: 134.72, Note: j
Time: 134.75, Note: d
Time: 134.98, Note: f
Time: 135.16, Note: k
Time: 135.17, Note: f
Time: 135.28, Note: d
Time: 135.59, Note: f
Time: 135.60, Note: j
Time: 135.88, Note: f
Time: 136.12, Note: k
Time: 136.32, Note: d
Time: 136.36, Note: k
Time: 136.58, Note: d
Time: 136.66, Note: j
Time: 136.83, Note: d
Time: 136.84, Note: j
Time: 137.01, Note: d
Time: 137.12, Note: k
Time: 137.26, Note: d
Time: 137.31, Note: k
Time: 137.49, Note: d
Time: 137.56, Note: j
Time: 137.72, Note: d
Time: 137.78, Note: k
Time: 137.94, Note: d
Time: 138.02, Note: j
Time: 138.18, Note: d
Time: 138.23, Note: k
Time: 138.42, Note: d
Time: 138.44, Note: j
Time: 138.66, Note: d
Time: 138.69, Note: k
Time: 138.90, Note: d
Time: 138.95, Note: j
Time: 139.13, Note: d
Time: 139.17, Note: k
Time: 139.34, Note: d
Time: 139.37, Note: j
Time: 139.57, Note: d
Time: 139.61, Note: k
Time: 139.82, Note: d
Time: 139.85, Note: j
Time: 140.05, Note: d
Time: 140.09, Note: k
Time: 140.29, Note: d
Time: 140.34, Note: j
Time: 140.51, Note: d
Time: 140.56, Note: k
Time: 140.74, Note: d
Time: 140.81, Note: j
Time: 140.97, Note: d
Time: 141.03, Note: j
Time: 141.20, Note: d
Time: 141.25, Note: k
Time: 141.45, Note: d
Time: 141.48, Note: j
Time: 141.69, Note: d
Time: 141.73, Note: k
Time: 141.92, Note: f
Time: 141.95, Note: k
Time: 142.14, Note: f
Time: 142.20, Note: k
Time: 142.38, Note: j
Time: 142.39, Note: f
Time: 142.59, Note: f
Time: 142.63, Note: k
Time: 142.82, Note: f
Time: 142.86, Note: j
Time: 143.03, Note: f
Time: 143.10, Note: k
Time: 143.27, Note: f
Time: 143.33, Note: j
Time: 143.52, Note: f
Time: 143.55, Note: k
Time: 143.74, Note: j
Time: 143.75, Note: f
Time: 143.96, Note: d
Time: 143.98, Note: k
Time: 144.20, Note: d
Time: 144.21, Note: j
Time: 144.43, Note: d
Time: 144.65, Note: j
Time: 144.73, Note: d
Time: 145.01, Note: d
Time: 145.17, Note: k
Time: 145.55, Note: f
Time: 145.56, Note: j
Time: 145.77, Note: d
Time: 145.84, Note: k
Time: 146.03, Note: f
Time: 146.06, Note: j
Time: 146.28, Note: d
Time: 146.49, Note: k
Time: 146.72, Note: f
Time: 146.96, Note: k
Time: 147.20, Note: d
Time: 147.41, Note: j
Time: 147.68, Note: d
Time: 147.89, Note: k
Time: 148.14, Note: d
Time: 148.38, Note: k
Time: 148.58, Note: d
Time: 148.88, Note: k
Time: 149.07, Note: d
Time: 149.99, Note: j
Time: 150.00, Note: f
Time: 150.24, Note: f
Time: 150.46, Note: k
Time: 150.67, Note: d
Time: 150.91, Note: j
Time: 151.13, Note: d
Time: 151.39, Note: j
Time: 151.43, Note: d
Time: 151.78, Note: d
Time: 151.79, Note: j
Time: 153.39, Note: k
Time: 153.41, Note: f
Time: 153.87, Note: j
Time: 154.34, Note: k
Time: 154.63, Note: d
Time: 154.83, Note: j
Time: 155.08, Note: f
Time: 155.43, Note: d
Time: 155.45, Note: k
Time: 157.09, Note: d
Time: 157.11, Note: j
Time: 157.55, Note: f
Time: 157.57, Note: j
Time: 157.79, Note: d
Time: 157.82, Note: k
Time: 158.05, Note: f
Time: 158.06, Note: j
Time: 158.26, Note: f
Time: 158.50, Note: k
Time: 158.72, Note: f
Time: 159.16, Note: d
Time: 159.17, Note: j
Time: 160.71, Note: f
Time: 160.73, Note: k
Time: 161.26, Note: j
Time: 161.27, Note: d
Time: 161.73, Note: k
Time: 161.74, Note: f
Time: 161.93, Note: d
Time: 161.96, Note: j
