Time: 3.05, Note: j
Slider: StartTime: 38.56, EndTime: 38.97, Key: j
Slider: StartTime: 38.89, EndTime: 39.31, Key: f
Slider: StartTime: 39.09, EndTime: 39.60, Key: j
Slider: StartTime: 39.45, EndTime: 40.30, Key: f
Slider: StartTime: 39.81, EndTime: 40.57, Key: j
Time: 40.73, Note: d
Slider: StartTime: 40.68, EndTime: 41.01, Key: k
Time: 41.05, Note: f
Time: 41.41, Note: f
Time: 41.47, Note: j
Time: 41.64, Note: f
Time: 41.76, Note: k
Time: 41.91, Note: d
Time: 42.10, Note: j
Time: 42.29, Note: f
Slider: StartTime: 42.27, EndTime: 42.58, Key: k
Time: 42.69, Note: d
Time: 44.17, Note: j
Slider: StartTime: 44.12, EndTime: 44.43, Key: f
Time: 44.75, Note: k
Time: 44.96, Note: d
Time: 45.16, Note: j
Time: 45.39, Note: f
Slider: StartTime: 45.35, EndTime: 45.71, Key: k
Time: 45.88, Note: d
Slider: StartTime: 45.90, EndTime: 46.30, Key: j
Slider: StartTime: 46.09, EndTime: 46.47, Key: f
Time: 46.65, Note: j
Time: 46.90, Note: f
Slider: StartTime: 46.78, EndTime: 47.53, Key: k
Slider: StartTime: 48.04, EndTime: 48.52, Key: d
Slider: StartTime: 48.06, EndTime: 48.53, Key: j
Slider: StartTime: 48.88, EndTime: 49.60, Key: f
Slider: StartTime: 48.91, EndTime: 49.63, Key: j
Slider: StartTime: 49.98, EndTime: 50.47, Key: j
Slider: StartTime: 49.95, EndTime: 50.48, Key: d
Slider: StartTime: 50.79, EndTime: 51.23, Key: f
Slider: StartTime: 50.77, EndTime: 51.27, Key: k
Time: 51.75, Note: d
Time: 51.77, Note: j
Slider: StartTime: 51.93, EndTime: 52.25, Key: f
Slider: StartTime: 51.91, EndTime: 52.26, Key: k
Time: 52.59, Note: j
Time: 52.60, Note: d
Time: 52.99, Note: f
Time: 53.01, Note: k
Time: 53.21, Note: f
Time: 53.22, Note: k
Time: 53.61, Note: j
Slider: StartTime: 53.33, EndTime: 53.64, Key: d
Time: 54.05, Note: f
Time: 54.06, Note: k
Time: 54.34, Note: d
Time: 54.35, Note: j
Time: 54.70, Note: f
Time: 54.73, Note: k
Time: 54.96, Note: j
Time: 54.97, Note: d
Time: 55.17, Note: d
Time: 55.18, Note: j
Time: 55.36, Note: j
Time: 55.57, Note: f
Time: 55.66, Note: k
Time: 55.98, Note: j
Time: 56.00, Note: d
Time: 56.22, Note: j
Time: 56.29, Note: d
Time: 56.62, Note: f
Time: 56.68, Note: k
Time: 57.05, Note: j
Time: 57.06, Note: d
Time: 57.32, Note: f
Time: 57.34, Note: k
Time: 57.70, Note: j
Time: 57.71, Note: d
Time: 57.93, Note: f
Time: 57.96, Note: k
Time: 58.15, Note: f
Time: 58.17, Note: j
Time: 58.42, Note: j
Time: 58.52, Note: d
Time: 58.84, Note: f
Time: 58.87, Note: k
Time: 59.08, Note: f
Time: 59.10, Note: k
Time: 59.45, Note: j
Time: 59.48, Note: d
Time: 59.86, Note: f
Time: 59.87, Note: k
Time: 60.09, Note: f
Time: 60.13, Note: k
Time: 60.48, Note: j
Time: 60.50, Note: d
Time: 60.79, Note: k
Time: 60.81, Note: f
Time: 61.03, Note: f
Time: 61.04, Note: k
Time: 61.24, Note: j
Time: 61.25, Note: f
Time: 61.60, Note: f
Time: 61.61, Note: k
Time: 61.89, Note: f
Time: 61.92, Note: k
Time: 62.21, Note: d
Time: 62.23, Note: j
Time: 62.74, Note: k
Time: 62.75, Note: f
Time: 62.97, Note: f
Time: 63.00, Note: j
Time: 63.34, Note: f
Time: 63.39, Note: k
Time: 63.71, Note: j
Time: 63.83, Note: d
Time: 63.96, Note: k
Time: 64.03, Note: f
Time: 64.11, Note: j
Time: 64.49, Note: k
Time: 64.50, Note: d
Time: 64.72, Note: d
Time: 64.75, Note: k
Time: 65.17, Note: j
Time: 65.19, Note: f
Time: 65.66, Note: k
Time: 65.83, Note: d
Time: 65.89, Note: j
Time: 66.26, Note: f
Time: 66.29, Note: k
Time: 66.59, Note: j
Time: 66.78, Note: d
Time: 67.01, Note: k
Time: 67.15, Note: f
Time: 67.38, Note: j
Time: 67.61, Note: d
Slider: StartTime: 67.71, EndTime: 68.06, Key: k
Slider: StartTime: 67.92, EndTime: 68.25, Key: f
Time: 68.61, Note: j
Time: 68.87, Note: d
Slider: StartTime: 68.89, EndTime: 69.33, Key: k
Slider: StartTime: 69.37, EndTime: 69.72, Key: f
Time: 69.90, Note: j
Time: 70.02, Note: f
Slider: StartTime: 70.01, EndTime: 70.35, Key: k
Time: 70.72, Note: d
Slider: StartTime: 70.73, EndTime: 71.07, Key: j
Time: 71.27, Note: f
Time: 71.57, Note: d
Slider: StartTime: 71.26, EndTime: 71.78, Key: k
Time: 72.04, Note: d
Time: 72.28, Note: j
Slider: StartTime: 72.24, EndTime: 72.58, Key: f
Slider: StartTime: 72.60, EndTime: 72.91, Key: k
Slider: StartTime: 72.92, EndTime: 74.25, Key: f
Slider: StartTime: 74.19, EndTime: 75.46, Key: j
Time: 76.13, Note: k
Time: 76.27, Note: d
Time: 76.45, Note: j
Time: 76.67, Note: f
Time: 76.88, Note: k
Time: 76.98, Note: d
Time: 77.15, Note: j
Time: 77.28, Note: f
Slider: StartTime: 77.28, EndTime: 77.60, Key: k
Time: 77.76, Note: d
Slider: StartTime: 77.72, EndTime: 78.05, Key: j
Time: 78.23, Note: f
Slider: StartTime: 78.21, EndTime: 78.73, Key: k
Time: 78.87, Note: d
Time: 78.98, Note: j
Time: 79.13, Note: f
Time: 79.38, Note: k
Time: 79.50, Note: d
Time: 79.65, Note: j
Time: 79.86, Note: f
Time: 80.07, Note: k
Time: 80.30, Note: f
Time: 80.51, Note: j
Slider: StartTime: 80.47, EndTime: 80.82, Key: f
Time: 81.01, Note: k
Slider: StartTime: 80.95, EndTime: 81.27, Key: f
Time: 81.48, Note: j
Time: 81.62, Note: d
Time: 81.80, Note: k
Time: 81.93, Note: d
Time: 82.09, Note: j
Time: 82.22, Note: f
Time: 82.39, Note: k
Time: 82.52, Note: d
Time: 82.67, Note: j
Time: 82.90, Note: f
Time: 83.15, Note: k
Slider: StartTime: 83.08, EndTime: 83.42, Key: d
Time: 83.61, Note: j
Time: 83.79, Note: f
Time: 84.17, Note: k
Time: 84.28, Note: f
Time: 84.48, Note: j
Time: 84.60, Note: f
Time: 84.79, Note: k
Time: 84.91, Note: f
Time: 84.97, Note: j
Time: 85.33, Note: d
Time: 85.34, Note: k
Time: 85.65, Note: f
Time: 85.79, Note: j
Time: 85.98, Note: d
Time: 86.15, Note: k
Time: 86.26, Note: f
Time: 86.40, Note: j
Time: 86.54, Note: d
Time: 86.69, Note: k
Time: 86.80, Note: f
Time: 86.91, Note: j
Time: 87.09, Note: d
Time: 87.19, Note: k
Time: 87.31, Note: f
Time: 87.41, Note: j
Time: 87.57, Note: d
Time: 87.68, Note: k
Time: 87.82, Note: f
Time: 87.90, Note: j
Time: 88.09, Note: d
Time: 88.19, Note: k
Time: 88.31, Note: f
Time: 88.39, Note: j
Time: 88.59, Note: d
Time: 88.65, Note: k
Time: 88.82, Note: f
Time: 88.88, Note: j
Time: 89.09, Note: d
Time: 89.15, Note: k
Time: 89.30, Note: f
Time: 89.40, Note: j
Time: 89.57, Note: d
Time: 89.67, Note: k
Time: 89.80, Note: f
Time: 89.91, Note: j
Time: 90.11, Note: d
Time: 90.21, Note: k
Time: 90.35, Note: f
Time: 90.45, Note: j
Time: 90.66, Note: d
Time: 90.76, Note: k
Time: 90.88, Note: f
Time: 90.99, Note: j
Time: 91.18, Note: d
Time: 91.28, Note: k
Time: 91.42, Note: f
Time: 91.51, Note: j
Time: 91.72, Note: d
Time: 91.79, Note: k
Time: 91.94, Note: f
Time: 92.03, Note: j
Time: 92.23, Note: d
Time: 92.33, Note: k
Time: 92.48, Note: f
Time: 92.58, Note: j
Time: 92.75, Note: d
Time: 92.84, Note: k
Time: 92.96, Note: f
Time: 93.05, Note: j
Time: 93.21, Note: d
Time: 93.36, Note: k
Time: 93.47, Note: f
Time: 93.56, Note: j
Time: 93.71, Note: d
Time: 93.81, Note: k
Time: 93.96, Note: f
Time: 94.04, Note: j
Time: 94.26, Note: f
Time: 94.31, Note: k
Time: 94.52, Note: d
Time: 94.61, Note: j
Time: 94.75, Note: f
Time: 94.83, Note: k
Time: 94.86, Note: d
Time: 94.98, Note: j
Time: 95.01, Note: f
Time: 95.11, Note: k
Time: 95.13, Note: d
Time: 95.23, Note: j
Time: 95.26, Note: f
Time: 95.36, Note: d
Time: 95.52, Note: f
Time: 95.59, Note: k
Time: 95.91, Note: f
Time: 95.96, Note: k
Time: 96.09, Note: j
Time: 96.13, Note: d
Time: 96.22, Note: k
Time: 96.25, Note: f
Time: 96.34, Note: d
Time: 96.35, Note: j
Time: 96.44, Note: k
Time: 96.49, Note: f
Time: 96.74, Note: f
Time: 96.79, Note: j
Time: 96.97, Note: d
Time: 96.99, Note: k
Time: 97.18, Note: d
Time: 97.22, Note: j
Time: 97.39, Note: k
Time: 97.48, Note: f
Time: 97.49, Note: j
Time: 98.85, Note: f
Time: 98.86, Note: k
Time: 99.08, Note: f
Time: 99.11, Note: k
Time: 99.37, Note: d
Time: 99.39, Note: j
Time: 99.64, Note: j
Time: 99.65, Note: d
Time: 99.97, Note: d
Time: 99.99, Note: k
Time: 100.34, Note: f
Time: 100.35, Note: j
Time: 100.92, Note: f
Time: 100.94, Note: k
Time: 101.18, Note: f
Time: 101.19, Note: k
Time: 101.41, Note: j
Time: 101.43, Note: d
Time: 101.84, Note: d
Time: 101.91, Note: k
Time: 102.07, Note: f
Time: 102.16, Note: j
Time: 102.36, Note: d
Time: 102.55, Note: k
Time: 102.70, Note: f
Time: 102.97, Note: j
Time: 103.28, Note: f
Time: 104.78, Note: d
Time: 104.81, Note: k
Time: 105.06, Note: f
Time: 105.07, Note: j
Time: 105.29, Note: d
Time: 105.42, Note: k
Time: 105.65, Note: f
Time: 105.84, Note: j
Time: 106.10, Note: f
Time: 106.34, Note: k
Time: 106.53, Note: d
Time: 106.76, Note: j
Time: 107.02, Note: f
Slider: StartTime: 106.96, EndTime: 107.42, Key: k
Slider: StartTime: 107.16, EndTime: 107.50, Key: d
Time: 107.70, Note: j
Time: 107.81, Note: f
Slider: StartTime: 107.74, EndTime: 108.16, Key: k
Time: 108.17, Note: d
Time: 108.36, Note: j
Time: 108.50, Note: f
Time: 108.67, Note: k
Time: 108.78, Note: d
Time: 108.89, Note: j
Time: 109.01, Note: f
Time: 109.12, Note: k
Time: 109.21, Note: d
Time: 109.35, Note: j
Time: 109.38, Note: f
Time: 109.50, Note: d
Time: 109.56, Note: k
Time: 109.65, Note: f
Time: 109.67, Note: d
Slider: StartTime: 109.87, EndTime: 114.33, Key: d
Slider: StartTime: 109.88, EndTime: 114.35, Key: f
Slider: StartTime: 109.89, EndTime: 114.35, Key: j
Slider: StartTime: 109.89, EndTime: 114.36, Key: k
Time: 116.69, Note: j
Time: 116.77, Note: f
Time: 117.01, Note: k
Time: 117.05, Note: d
