Time: 0.96, Note: j
Time: 49.70, Note: d
Time: 50.35, Note: j
Time: 51.08, Note: k
Time: 51.10, Note: d
Time: 51.76, Note: j
Time: 52.40, Note: k
Time: 53.39, Note: k
Time: 53.57, Note: k
Time: 53.75, Note: j
Time: 53.95, Note: d
Time: 54.32, Note: f
Time: 54.50, Note: j
Time: 54.75, Note: d
Time: 54.90, Note: k
Time: 55.45, Note: j
Time: 56.17, Note: d
Time: 56.92, Note: k
Time: 57.57, Note: f
Time: 58.11, Note: j
Time: 58.98, Note: d
Time: 59.24, Note: d
Time: 59.44, Note: d
Time: 59.62, Note: k
Time: 60.03, Note: d
Time: 60.17, Note: j
Time: 60.33, Note: d
Time: 60.62, Note: f
Time: 61.23, Note: k
Time: 0.19, Note: d
Time: 1.03, Note: j
